,,loss,loss,mse,mse,mse,mse,nll,nll,nll,nll
model_type,,benchmark,proposed,benchmark,benchmark,proposed,proposed,benchmark,benchmark,proposed,proposed
data_type,,train,train,test,train,test,train,test,train,test,train
eps,c,,,,,,,,,,
0.30000000000000004,0.007742636826811277,-0.2501784861087799,2.11494779586792,0.114497356,0.03268899,2.0422575,0.1671289,22.22682,17.684868,6.1088333,4.9514565
0.30000000000000004,0.02782559402207126,-0.2452404499053955,2.1175827980041504,0.13935068,0.04955318,4.560449,0.33900544,16.58357,13.74146,6.1019363,4.952404
0.30000000000000004,0.1,-0.2592596113681793,2.125938892364502,0.100118436,0.03585122,2.784776,0.118362255,12.669024,11.009731,6.10596,4.9550853
0.35000000000000003,1e-06,-0.1748872995376587,2.0943963527679443,0.15868334,0.041951276,6.277689,1.1487898,56.37499,36.48015,5.694054,4.630197
0.35000000000000003,3.5938136638046257e-06,-0.11258575320243835,2.0944156646728516,0.15635376,0.060068004,7.526981,1.1682776,49.43004,32.95389,5.7263966,4.6648417
0.35000000000000003,1.2915496650148827e-05,-0.15929698944091797,2.0946898460388184,0.1367989,0.038047638,4.706959,0.72582203,55.787434,36.35607,5.804658,4.7252674
0.35000000000000003,4.641588833612782e-05,-0.18424777686595917,2.0943973064422607,0.1431165,0.042735036,3.709235,0.7650191,57.029182,36.956814,5.7479086,4.6697445
0.35000000000000003,0.0001668100537200059,-0.14188173413276672,2.0943939685821533,0.16436139,0.041378934,3.2023284,0.780264,52.628246,34.50594,5.773156,4.6897154
0.35000000000000003,0.0005994842503189409,-0.1741279661655426,2.0944769382476807,0.12886594,0.038889814,3.0749424,0.47711957,49.648525,32.617123,5.7369995,4.664475
0.35000000000000003,0.0021544346900318843,-0.14570936560630798,2.094883441925049,0.15525599,0.0417127,4.335592,0.7947283,37.005775,25.915714,5.6882925,4.6267514
0.35000000000000003,0.007742636826811277,-0.15243081748485565,2.095515251159668,0.11424957,0.04153674,5.0881963,0.80645996,25.814392,19.42591,5.7206035,4.6544657
0.35000000000000003,0.02782559402207126,-0.12744738161563873,2.098952054977417,0.1356221,0.044883907,5.1354256,0.77907616,17.745413,14.248443,5.646132,4.594459
0.35000000000000003,0.1,-0.09383995831012726,2.10860013961792,0.18142578,0.045682646,4.387276,0.8453125,13.495651,11.181873,5.5739765,4.532429
0.4,1e-06,-0.00786603894084692,2.080819845199585,0.17269704,0.05489087,6.799615,1.4898297,42.53032,28.341852,5.3958983,4.4040637
0.4,3.5938136638046257e-06,0.012772024609148502,2.0808918476104736,0.16082507,0.056649968,9.290223,1.4671903,44.849026,29.739435,5.4674697,4.4734297
0.4,1.2915496650148827e-05,0.02510172873735428,2.080772876739502,0.18229376,0.056953665,8.981477,1.496879,44.64233,30.356567,5.4715586,4.472023
0.4,4.641588833612782e-05,0.03311952203512192,2.080937147140503,0.19008581,0.06946935,7.1918373,1.6199672,39.297085,26.729694,5.5229244,4.5069923
0.4,0.0001668100537200059,-0.0024840182159096003,2.080861806869507,0.1741495,0.058951102,9.703011,1.7712065,40.97188,27.598228,5.3708324,4.3932242
0.4,0.0005994842503189409,0.00047760739107616246,2.080925226211548,0.17173241,0.060063455,6.3970766,1.2331046,39.514164,26.812647,5.3981833,4.411426
0.4,0.0021544346900318843,0.011217341758310795,2.0813653469085693,0.18148232,0.06874591,6.520621,1.8782979,27.432495,20.102388,5.350391,4.3609867
0.4,0.007742636826811277,0.08104890584945679,2.0821661949157715,0.17350504,0.054009046,6.508592,1.577673,23.069746,17.63383,5.4515214,4.448357
0.4,0.02782559402207126,-0.0012010039063170552,2.085956335067749,0.18465774,0.057583045,9.277301,1.6986283,16.586649,13.344024,5.382227,4.4014573
0.4,0.1,0.053750380873680115,2.0981857776641846,0.17764263,0.054766882,6.55536,1.228279,11.401499,9.589669,5.37394,4.3886695
